broker_name,channel_type,performance_tier,business_segment,risk_level,sales_units,cancel_units,net_units,total_transactions,net_value,sales_value,cancel_value,cancel_rate_pct,sales_rate_pct,conversion_rate,avg_ticket_size,avg_sales_ticket,avg_cancel_ticket,revenue_per_transaction,share_of_total_value_pct,share_of_total_units_pct,share_of_sales_value_pct,revenue_rank,volume_rank,efficiency_rank,revenue_score,volume_score,quality_score,overall_performance_score,efficiency_vs_market,growth_potential
Broker 671,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,177614562.6,177614562.6,0.0,0.0,100.0,100.0,177614562.6,177614562.6,0.0,177614562.6,0.04,0.04,0.04,423,31,244,0.1,0.1,30.0,30.2,-4.0,Medium
Broker 71,Broker,Basic,Emerging Partner,High Risk,1,1,0,2,176598123.57,29307026.57,-147291097.0,100.0,50.0,50.0,0.0,29307026.57,-147291097.0,88299061.78,0.04,0.0,0.01,424,32,619,0.1,0.0,22.5,22.6,-100.0,Very Low
Broker 74,Broker,Basic,Emerging Partner,Excellent,4,0,4,4,176005278.42999998,176005278.42999998,0.0,0.0,100.0,100.0,44001319.61,44001319.61,0.0,44001319.61,0.04,0.15,0.04,425,28,556,0.1,0.3,30.0,30.4,-76.2,Medium
Broker 631,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,175066706.8,175066706.8,0.0,0.0,100.0,100.0,175066706.8,175066706.8,0.0,175066706.8,0.04,0.04,0.04,426,31,248,0.1,0.1,30.0,30.2,-5.4,Medium
Broker 403,Broker,Basic,Emerging Partner,Excellent,4,0,4,4,174074468.90999997,174074468.90999997,0.0,0.0,100.0,100.0,43518617.23,43518617.23,0.0,43518617.23,0.04,0.15,0.04,427,28,557,0.1,0.3,30.0,30.4,-76.5,Medium
Broker 559,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,173600184.1,173600184.1,0.0,0.0,100.0,100.0,173600184.1,173600184.1,0.0,173600184.1,0.04,0.04,0.04,428,31,252,0.1,0.1,30.0,30.2,-6.2,Medium
Broker 307,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,173446910.59,173446910.59,0.0,0.0,100.0,100.0,86723455.3,86723455.3,0.0,86723455.3,0.04,0.08,0.04,429,30,429,0.1,0.2,30.0,30.3,-53.1,Medium
Broker 399,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,172581775.41,172581775.41,0.0,0.0,100.0,100.0,86290887.7,86290887.7,0.0,86290887.7,0.04,0.08,0.04,430,30,430,0.1,0.2,30.0,30.3,-53.4,Medium
Broker 406,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,172523108.2,172523108.2,0.0,0.0,100.0,100.0,172523108.2,172523108.2,0.0,172523108.2,0.04,0.04,0.04,431,31,257,0.1,0.1,30.0,30.2,-6.8,Medium
Broker 319,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,172173240.42000002,172173240.42000002,0.0,0.0,100.0,100.0,86086620.21,86086620.21,0.0,86086620.21,0.04,0.08,0.04,432,30,431,0.1,0.2,30.0,30.3,-53.5,Medium
Broker 625,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,171744282.7,171744282.7,0.0,0.0,100.0,100.0,171744282.7,171744282.7,0.0,171744282.7,0.04,0.04,0.04,433,31,258,0.1,0.1,30.0,30.2,-7.2,Medium
Broker 641,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,167776936.5,167776936.5,0.0,0.0,100.0,100.0,167776936.5,167776936.5,0.0,167776936.5,0.03,0.04,0.04,434,31,265,0.1,0.1,30.0,30.2,-9.4,Medium
Broker 549,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,167470874.3,167470874.3,0.0,0.0,100.0,100.0,167470874.3,167470874.3,0.0,167470874.3,0.03,0.04,0.04,435,31,266,0.1,0.1,30.0,30.2,-9.5,Medium
Broker 509,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,165674734.0,165674734.0,0.0,0.0,100.0,100.0,165674734.0,165674734.0,0.0,165674734.0,0.03,0.04,0.04,436,31,273,0.1,0.1,30.0,30.2,-10.5,Medium
Broker 499,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,164918803.9,164918803.9,0.0,0.0,100.0,100.0,164918803.9,164918803.9,0.0,164918803.9,0.03,0.04,0.04,437,31,275,0.1,0.1,30.0,30.2,-10.9,Medium
Broker 604,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,164262259.6,164262259.6,0.0,0.0,100.0,100.0,164262259.6,164262259.6,0.0,164262259.6,0.03,0.04,0.04,438,31,276,0.1,0.1,30.0,30.2,-11.3,Medium
Broker 548,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,163478532.1,163478532.1,0.0,0.0,100.0,100.0,163478532.1,163478532.1,0.0,163478532.1,0.03,0.04,0.04,439,31,279,0.1,0.1,30.0,30.2,-11.7,Medium
Broker 595,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,161682547.1,161682547.1,0.0,0.0,100.0,100.0,161682547.1,161682547.1,0.0,161682547.1,0.03,0.04,0.04,440,31,284,0.1,0.1,30.0,30.2,-12.6,Medium
Broker 576,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,160719970.9,160719970.9,0.0,0.0,100.0,100.0,160719970.9,160719970.9,0.0,160719970.9,0.03,0.04,0.04,441,31,287,0.1,0.1,30.0,30.2,-13.2,Medium
Broker 350,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,158522412.3,158522412.3,0.0,0.0,100.0,100.0,158522412.3,158522412.3,0.0,158522412.3,0.03,0.04,0.04,442,31,291,0.1,0.1,30.0,30.2,-14.4,Medium
Broker 542,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,157922885.82,157922885.82,0.0,0.0,100.0,100.0,78961442.91,78961442.91,0.0,78961442.91,0.03,0.08,0.04,443,30,446,0.1,0.2,30.0,30.3,-57.3,Medium
Broker 33,Broker,Basic,Emerging Partner,Excellent,3,0,3,3,157339832.43,157339832.43,0.0,0.0,100.0,100.0,52446610.81,52446610.81,0.0,52446610.81,0.03,0.11,0.04,444,29,527,0.1,0.2,30.0,30.3,-71.7,Medium
Broker 476,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,157043576.0,157043576.0,0.0,0.0,100.0,100.0,157043576.0,157043576.0,0.0,157043576.0,0.03,0.04,0.04,445,31,295,0.1,0.1,30.0,30.2,-15.2,Medium
Broker 265,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,156113018.9,156113018.9,0.0,0.0,100.0,100.0,156113018.9,156113018.9,0.0,156113018.9,0.03,0.04,0.03,446,31,298,0.1,0.1,30.0,30.2,-15.7,Medium
Broker 131,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,155857824.7,155857824.7,0.0,0.0,100.0,100.0,155857824.7,155857824.7,0.0,155857824.7,0.03,0.04,0.03,447,31,300,0.1,0.1,30.0,30.2,-15.8,Medium
Broker 614,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,155519812.8,155519812.8,0.0,0.0,100.0,100.0,155519812.8,155519812.8,0.0,155519812.8,0.03,0.04,0.03,448,31,302,0.1,0.1,30.0,30.2,-16.0,Medium
Broker 394,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,151737582.37,151737582.37,0.0,0.0,100.0,100.0,75868791.19,75868791.19,0.0,75868791.19,0.03,0.08,0.03,449,30,453,0.1,0.2,30.0,30.3,-59.0,Medium
Broker 109,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,151433058.9,151433058.9,0.0,0.0,100.0,100.0,151433058.9,151433058.9,0.0,151433058.9,0.03,0.04,0.03,450,31,308,0.1,0.1,30.0,30.2,-18.2,Medium
Broker 397,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,150024459.3,150024459.3,0.0,0.0,100.0,100.0,150024459.3,150024459.3,0.0,150024459.3,0.03,0.04,0.03,451,31,310,0.1,0.1,30.0,30.2,-18.9,Medium
Broker 233,Broker,Basic,Emerging Partner,Excellent,0,2,-2,2,149040098.3,0.0,-149040098.3,0.0,0.0,0.0,0.0,0.0,-74520049.15,74520049.15,0.03,-0.08,0.0,452,34,619,0.1,-0.2,30.0,29.9,-100.0,Medium
Broker 653,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,148923066.18,148923066.18,0.0,0.0,100.0,100.0,74461533.09,74461533.09,0.0,74461533.09,0.03,0.08,0.03,453,30,456,0.1,0.2,30.0,30.3,-59.8,Medium
Broker 466,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,148659142.14000002,148659142.14000002,0.0,0.0,100.0,100.0,74329571.07,74329571.07,0.0,74329571.07,0.03,0.08,0.03,454,30,457,0.1,0.2,30.0,30.3,-59.8,Medium
Broker 655,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,147992616.1,147992616.1,0.0,0.0,100.0,100.0,73996308.05,73996308.05,0.0,73996308.05,0.03,0.08,0.03,455,30,458,0.1,0.2,30.0,30.3,-60.0,Medium
Broker 16,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,147448329.6,147448329.6,0.0,0.0,100.0,100.0,147448329.6,147448329.6,0.0,147448329.6,0.03,0.04,0.03,456,31,314,0.1,0.1,30.0,30.2,-20.3,Medium
Broker 388,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,145866896.2,145866896.2,0.0,0.0,100.0,100.0,145866896.2,145866896.2,0.0,145866896.2,0.03,0.04,0.03,457,31,316,0.1,0.1,30.0,30.2,-21.2,Medium
Broker 36,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,144799393.12,144799393.12,0.0,0.0,100.0,100.0,72399696.56,72399696.56,0.0,72399696.56,0.03,0.08,0.03,458,30,462,0.1,0.2,30.0,30.3,-60.9,Medium
Broker 117,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,144180478.5,144180478.5,0.0,0.0,100.0,100.0,144180478.5,144180478.5,0.0,144180478.5,0.03,0.04,0.03,459,31,320,0.1,0.1,30.0,30.2,-22.1,Medium
Broker 400,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,143490599.06,143490599.06,0.0,0.0,100.0,100.0,71745299.53,71745299.53,0.0,71745299.53,0.03,0.08,0.03,460,30,465,0.1,0.2,30.0,30.3,-61.2,Medium
Broker 652,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,143474912.92000002,143474912.92000002,0.0,0.0,100.0,100.0,71737456.46,71737456.46,0.0,71737456.46,0.03,0.08,0.03,461,30,466,0.1,0.2,30.0,30.3,-61.2,Medium
Broker 285,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,141238556.62,141238556.62,0.0,0.0,100.0,100.0,70619278.31,70619278.31,0.0,70619278.31,0.03,0.08,0.03,462,30,468,0.1,0.2,30.0,30.3,-61.8,Medium
Broker 481,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,140970901.7,140970901.7,0.0,0.0,100.0,100.0,140970901.7,140970901.7,0.0,140970901.7,0.03,0.04,0.03,463,31,326,0.1,0.1,30.0,30.2,-23.8,Medium
Broker 681,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,140090509.5,0.0,-140090509.5,0.0,0.0,0.0,0.0,0.0,-140090509.5,140090509.5,0.03,-0.04,0.0,464,33,619,0.1,-0.1,30.0,30.0,-100.0,Medium
Broker 552,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,138994676.7,138994676.7,0.0,0.0,100.0,100.0,138994676.7,138994676.7,0.0,138994676.7,0.03,0.04,0.03,465,31,328,0.1,0.1,30.0,30.2,-24.9,Medium
Broker 555,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,135683535.1,135683535.1,0.0,0.0,100.0,100.0,135683535.1,135683535.1,0.0,135683535.1,0.03,0.04,0.03,466,31,336,0.1,0.1,30.0,30.2,-26.7,Medium
Broker 227,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,135679382.98,135679382.98,0.0,0.0,100.0,100.0,67839691.49,67839691.49,0.0,67839691.49,0.03,0.08,0.03,467,30,475,0.1,0.2,30.0,30.3,-63.3,Medium
Broker 665,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,135455321.8,135455321.8,0.0,0.0,100.0,100.0,135455321.8,135455321.8,0.0,135455321.8,0.03,0.04,0.03,468,31,337,0.1,0.1,30.0,30.2,-26.8,Medium
Broker 607,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,135187877.5,135187877.5,0.0,0.0,100.0,100.0,135187877.5,135187877.5,0.0,135187877.5,0.03,0.04,0.03,469,31,338,0.1,0.1,30.0,30.2,-27.0,Medium
Broker 366,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,134731073.2,134731073.2,0.0,0.0,100.0,100.0,67365536.6,67365536.6,0.0,67365536.6,0.03,0.08,0.03,470,30,477,0.1,0.2,30.0,30.3,-63.6,Medium
Broker 459,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,134661352.0,134661352.0,0.0,0.0,100.0,100.0,134661352.0,134661352.0,0.0,134661352.0,0.03,0.04,0.03,471,31,339,0.1,0.1,30.0,30.2,-27.2,Medium
Broker 524,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,134149786.4,134149786.4,0.0,0.0,100.0,100.0,134149786.4,134149786.4,0.0,134149786.4,0.03,0.04,0.03,472,31,342,0.1,0.1,30.0,30.2,-27.5,Medium
Broker 60,Broker,Basic,Emerging Partner,Excellent,3,0,3,3,133783535.66999999,133783535.66999999,0.0,0.0,100.0,100.0,44594511.89,44594511.89,0.0,44594511.89,0.03,0.11,0.03,473,29,553,0.1,0.2,30.0,30.3,-75.9,Medium
Broker 437,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,133691170.9,133691170.9,0.0,0.0,100.0,100.0,133691170.9,133691170.9,0.0,133691170.9,0.03,0.04,0.03,474,31,343,0.1,0.1,30.0,30.2,-27.8,Medium
Broker 361,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,133061308.82,133061308.82,0.0,0.0,100.0,100.0,66530654.41,66530654.41,0.0,66530654.41,0.03,0.08,0.03,475,30,481,0.1,0.2,30.0,30.3,-64.1,Medium
Broker 536,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,132119788.6,132119788.6,0.0,0.0,100.0,100.0,132119788.6,132119788.6,0.0,132119788.6,0.03,0.04,0.03,476,31,345,0.1,0.1,30.0,30.2,-28.6,Medium
Broker 128,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,131640494.3,131640494.3,0.0,0.0,100.0,100.0,131640494.3,131640494.3,0.0,131640494.3,0.03,0.04,0.03,477,31,347,0.1,0.1,30.0,30.2,-28.9,Medium
Broker 507,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,131627984.2,131627984.2,0.0,0.0,100.0,100.0,131627984.2,131627984.2,0.0,131627984.2,0.03,0.04,0.03,478,31,348,0.1,0.1,30.0,30.2,-28.9,Medium
Broker 670,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,130823853.2,130823853.2,0.0,0.0,100.0,100.0,130823853.2,130823853.2,0.0,130823853.2,0.03,0.04,0.03,479,31,350,0.1,0.1,30.0,30.2,-29.3,Medium
Broker 348,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,130776939.9,0.0,-130776939.9,0.0,0.0,0.0,0.0,0.0,-130776939.9,130776939.9,0.03,-0.04,0.0,480,33,619,0.1,-0.1,30.0,30.0,-100.0,Medium
Broker 100,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,129515406.95,129515406.95,0.0,0.0,100.0,100.0,64757703.48,64757703.48,0.0,64757703.48,0.03,0.08,0.03,481,30,491,0.1,0.2,30.0,30.3,-65.0,Medium
Broker 224,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,129303772.2,129303772.2,0.0,0.0,100.0,100.0,129303772.2,129303772.2,0.0,129303772.2,0.03,0.04,0.03,482,31,353,0.1,0.1,30.0,30.2,-30.1,Medium
Broker 133,Broker,Basic,Emerging Partner,Excellent,0,2,-2,2,128571903.21000001,0.0,-128571903.21000001,0.0,0.0,0.0,0.0,0.0,-64285951.61,64285951.61,0.03,-0.08,0.0,483,34,619,0.1,-0.2,30.0,29.9,-100.0,Medium
Broker 598,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,127721744.1,127721744.1,0.0,0.0,100.0,100.0,127721744.1,127721744.1,0.0,127721744.1,0.03,0.04,0.03,484,31,356,0.1,0.1,30.0,30.2,-31.0,Medium
Broker 316,Broker,Basic,Emerging Partner,Excellent,4,0,4,4,127055692.52,127055692.52,0.0,0.0,100.0,100.0,31763923.13,31763923.13,0.0,31763923.13,0.03,0.15,0.03,485,28,585,0.1,0.3,30.0,30.4,-82.8,Medium
Broker 390,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,126096817.1,126096817.1,0.0,0.0,100.0,100.0,126096817.1,126096817.1,0.0,126096817.1,0.03,0.04,0.03,486,31,357,0.1,0.1,30.0,30.2,-31.9,Medium
Broker 666,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,126010811.5,126010811.5,0.0,0.0,100.0,100.0,126010811.5,126010811.5,0.0,126010811.5,0.03,0.04,0.03,487,31,358,0.1,0.1,30.0,30.2,-31.9,Medium
Broker 347,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,124639191.6,0.0,-124639191.6,0.0,0.0,0.0,0.0,0.0,-124639191.6,124639191.6,0.03,-0.04,0.0,488,33,619,0.1,-0.1,30.0,30.0,-100.0,Medium
Broker 585,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,124057089.5,124057089.5,0.0,0.0,100.0,100.0,124057089.5,124057089.5,0.0,124057089.5,0.03,0.04,0.03,489,31,361,0.1,0.1,30.0,30.2,-33.0,Medium
Broker 577,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,123761384.9,123761384.9,0.0,0.0,100.0,100.0,123761384.9,123761384.9,0.0,123761384.9,0.03,0.04,0.03,490,31,362,0.1,0.1,30.0,30.2,-33.1,Medium
Broker 546,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,123215563.3,123215563.3,0.0,0.0,100.0,100.0,123215563.3,123215563.3,0.0,123215563.3,0.03,0.04,0.03,491,31,363,0.1,0.1,30.0,30.2,-33.4,Medium
Broker 363,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,121883251.4,0.0,-121883251.4,0.0,0.0,0.0,0.0,0.0,-121883251.4,121883251.4,0.03,-0.04,0.0,492,33,619,0.1,-0.1,30.0,30.0,-100.0,Medium
Broker 682,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,120548142.6,0.0,-120548142.6,0.0,0.0,0.0,0.0,0.0,-120548142.6,120548142.6,0.02,-0.04,0.0,493,33,619,0.1,-0.1,30.0,30.0,-100.0,Medium
Broker 649,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,120537425.45,120537425.45,0.0,0.0,100.0,100.0,60268712.73,60268712.73,0.0,60268712.73,0.02,0.08,0.03,494,30,507,0.1,0.2,30.0,30.3,-67.4,Medium
Broker 398,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,119243506.6,119243506.6,0.0,0.0,100.0,100.0,119243506.6,119243506.6,0.0,119243506.6,0.02,0.04,0.03,495,31,371,0.1,0.1,30.0,30.2,-35.6,Medium
Broker 198,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,118643957.4,0.0,-118643957.4,0.0,0.0,0.0,0.0,0.0,-118643957.4,118643957.4,0.02,-0.04,0.0,496,33,619,0.1,-0.1,30.0,30.0,-100.0,Medium
Broker 231,Broker,Basic,Emerging Partner,High Risk,1,1,0,2,118507835.91999999,58213154.26,-60294681.66,100.0,50.0,50.0,0.0,58213154.26,-60294681.66,59253917.96,0.02,0.0,0.01,497,32,619,0.1,0.0,22.5,22.6,-100.0,Very Low
Broker 346,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,116420452.0,116420452.0,0.0,0.0,100.0,100.0,116420452.0,116420452.0,0.0,116420452.0,0.02,0.04,0.03,498,31,375,0.1,0.1,30.0,30.2,-37.1,Medium
Broker 120,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,115800984.41999999,115800984.41999999,0.0,0.0,100.0,100.0,57900492.21,57900492.21,0.0,57900492.21,0.02,0.08,0.03,499,30,511,0.1,0.2,30.0,30.3,-68.7,Medium
Broker 680,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,115557622.9,115557622.9,0.0,0.0,100.0,100.0,115557622.9,115557622.9,0.0,115557622.9,0.02,0.04,0.03,500,31,376,0.1,0.1,30.0,30.2,-37.6,Medium
Broker 623,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,114728574.1,114728574.1,0.0,0.0,100.0,100.0,114728574.1,114728574.1,0.0,114728574.1,0.02,0.04,0.03,501,31,378,0.1,0.1,30.0,30.2,-38.0,Medium
Broker 297,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,111138089.49000001,111138089.49000001,0.0,0.0,100.0,100.0,55569044.75,55569044.75,0.0,55569044.75,0.02,0.08,0.02,502,30,518,0.1,0.2,30.0,30.3,-70.0,Medium
Broker 220,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,110912394.0,110912394.0,0.0,0.0,100.0,100.0,110912394.0,110912394.0,0.0,110912394.0,0.02,0.04,0.02,503,31,381,0.1,0.1,30.0,30.2,-40.1,Medium
Broker 586,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,110887508.6,110887508.6,0.0,0.0,100.0,100.0,110887508.6,110887508.6,0.0,110887508.6,0.02,0.04,0.02,504,31,382,0.1,0.1,30.0,30.2,-40.1,Medium
Broker 451,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,109435212.5,109435212.5,0.0,0.0,100.0,100.0,109435212.5,109435212.5,0.0,109435212.5,0.02,0.04,0.02,505,31,384,0.1,0.1,30.0,30.2,-40.9,Medium
Broker 122,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,108967402.9,0.0,-108967402.9,0.0,0.0,0.0,0.0,0.0,-108967402.9,108967402.9,0.02,-0.04,0.0,506,33,619,0.1,-0.1,30.0,30.0,-100.0,Medium
Broker 395,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,108669860.16,108669860.16,0.0,0.0,100.0,100.0,54334930.08,54334930.08,0.0,54334930.08,0.02,0.08,0.02,507,30,521,0.1,0.2,30.0,30.3,-70.6,Medium
Broker 584,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,108377983.9,108377983.9,0.0,0.0,100.0,100.0,108377983.9,108377983.9,0.0,108377983.9,0.02,0.04,0.02,508,31,386,0.1,0.1,30.0,30.2,-41.4,Medium
Broker 288,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,107374592.93,107374592.93,0.0,0.0,100.0,100.0,53687296.47,53687296.47,0.0,53687296.47,0.02,0.08,0.02,509,30,523,0.1,0.2,30.0,30.3,-71.0,Medium
Broker 201,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,107313769.9,107313769.9,0.0,0.0,100.0,100.0,107313769.9,107313769.9,0.0,107313769.9,0.02,0.04,0.02,510,31,388,0.1,0.1,30.0,30.2,-42.0,Medium
Broker 523,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,107048107.8,107048107.8,0.0,0.0,100.0,100.0,107048107.8,107048107.8,0.0,107048107.8,0.02,0.04,0.02,511,31,389,0.1,0.1,30.0,30.2,-42.2,Medium
Broker 237,Broker,Basic,Emerging Partner,High Risk,2,1,1,3,105161911.06,72821179.72,-32340731.34,50.0,66.67,66.67,105161911.06,36410589.86,-32340731.34,35053970.35,0.02,0.04,0.02,512,31,394,0.0,0.1,26.2,26.3,-43.2,Very Low
Broker 63,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,104871386.85,104871386.85,0.0,0.0,100.0,100.0,52435693.42,52435693.42,0.0,52435693.42,0.02,0.08,0.02,513,30,528,0.0,0.2,30.0,30.2,-71.7,Medium
Broker 393,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,104484932.2,104484932.2,0.0,0.0,100.0,100.0,104484932.2,104484932.2,0.0,104484932.2,0.02,0.04,0.02,514,31,397,0.0,0.1,30.0,30.1,-43.5,Medium
Broker 593,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,104093676.1,104093676.1,0.0,0.0,100.0,100.0,104093676.1,104093676.1,0.0,104093676.1,0.02,0.04,0.02,515,31,398,0.0,0.1,30.0,30.1,-43.8,Medium
Broker 232,Broker,Basic,Emerging Partner,High Risk,1,1,0,2,104037144.00999999,38828027.47,-65209116.54,100.0,50.0,50.0,0.0,38828027.47,-65209116.54,52018572.0,0.02,0.0,0.01,516,32,619,0.0,0.0,22.5,22.5,-100.0,Very Low
Broker 563,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,103872353.5,103872353.5,0.0,0.0,100.0,100.0,103872353.5,103872353.5,0.0,103872353.5,0.02,0.04,0.02,517,31,399,0.0,0.1,30.0,30.1,-43.9,Medium
Broker 39,Broker,Basic,Emerging Partner,High Risk,2,1,1,3,103842616.95,68376746.81,-35465870.14,50.0,66.67,66.67,103842616.95,34188373.41,-35465870.14,34614205.65,0.02,0.04,0.02,518,31,400,0.0,0.1,26.2,26.3,-43.9,Very Low
Broker 644,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,102836195.3,102836195.3,0.0,0.0,100.0,100.0,102836195.3,102836195.3,0.0,102836195.3,0.02,0.04,0.02,519,31,402,0.0,0.1,30.0,30.1,-44.4,Medium
Broker 359,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,101964200.6,101964200.6,0.0,0.0,100.0,100.0,101964200.6,101964200.6,0.0,101964200.6,0.02,0.04,0.02,520,31,404,0.0,0.1,30.0,30.1,-44.9,Medium
Broker 349,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,100909854.7,100909854.7,0.0,0.0,100.0,100.0,100909854.7,100909854.7,0.0,100909854.7,0.02,0.04,0.02,521,31,406,0.0,0.1,30.0,30.1,-45.5,Medium
Broker 345,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,100531676.4,100531676.4,0.0,0.0,100.0,100.0,100531676.4,100531676.4,0.0,100531676.4,0.02,0.04,0.02,522,31,407,0.0,0.1,30.0,30.1,-45.7,Medium
Broker 132,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,100193582.7,100193582.7,0.0,0.0,100.0,100.0,100193582.7,100193582.7,0.0,100193582.7,0.02,0.04,0.02,523,31,408,0.0,0.1,30.0,30.1,-45.9,Medium
Broker 48,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,100104143.96000001,100104143.96000001,0.0,0.0,100.0,100.0,50052071.98,50052071.98,0.0,50052071.98,0.02,0.08,0.02,524,30,534,0.0,0.2,30.0,30.2,-73.0,Medium
Broker 474,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,97636963.92,97636963.92,0.0,0.0,100.0,100.0,97636963.92,97636963.92,0.0,97636963.92,0.02,0.04,0.02,525,31,412,0.0,0.1,30.0,30.1,-47.2,Medium
Broker 51,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,96771114.61,96771114.61,0.0,0.0,100.0,100.0,48385557.3,48385557.3,0.0,48385557.3,0.02,0.08,0.02,526,30,539,0.0,0.2,30.0,30.2,-73.9,Medium
Broker 308,Broker,Basic,Emerging Partner,High Risk,1,2,-1,3,96671198.71,37631019.04,-59040179.669999994,200.0,33.33,33.33,0.0,37631019.04,-29520089.83,32223732.9,0.02,-0.04,0.01,527,33,619,0.0,-0.1,15.0,14.9,-100.0,Very Low
Broker 490,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,96532381.3,96532381.3,0.0,0.0,100.0,100.0,96532381.3,96532381.3,0.0,96532381.3,0.02,0.04,0.02,528,31,414,0.0,0.1,30.0,30.1,-47.8,Medium
